Date,City,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h)
2022-10-31,Mumbai,20.52,65.36,1.0,5.59
2022-10-31,Pune,17.67,61.06,1.5,11.49
2022-10-31,Nagpur,21.05,53.6,1.97,14.22
2022-10-31,Nashik,21.33,50.55,1.02,23.32
2022-10-31,Aurangabad,22.46,64.72,1.9,7.64
2022-10-31,Solapur,24.76,74.05,0.27,20.98
2022-10-31,Kolhapur,16.43,52.82,0.61,9.38
2022-10-31,Amravati,20.31,53.77,1.06,24.95
2022-11-01,Mumbai,21.66,50.98,1.96,22.59
2022-11-01,Pune,18.28,65.15,1.78,12.41
2022-11-01,Nagpur,23.04,64.08,0.42,7.01
2022-11-01,Nashik,17.92,64.03,0.99,16.13
2022-11-01,Aurangabad,19.24,68.84,0.85,17.63
2022-11-01,Solapur,27.83,64.72,1.65,13.51
2022-11-01,Kolhapur,17.68,58.57,1.01,20.14
2022-11-01,Amravati,19.05,67.57,0.5,8.85
2022-11-02,Mumbai,21.84,73.08,1.68,11.37
2022-11-02,Pune,17.64,53.02,1.02,15.2
2022-11-02,Nagpur,19.76,58.45,0.07,15.79
2022-11-02,Nashik,19.51,52.59,0.58,17.7
2022-11-02,Aurangabad,25.8,62.21,1.72,6.41
2022-11-02,Solapur,18.14,59.27,0.16,11.29
2022-11-02,Kolhapur,16.3,67.05,0.9,6.39
2022-11-02,Amravati,22.83,73.53,0.56,14.22
2022-11-03,Mumbai,22.03,78.85,0.17,17.52
2022-11-03,Pune,17.9,52.24,1.72,16.27
2022-11-03,Nagpur,20.89,59.07,0.62,10.83
2022-11-03,Nashik,19.02,72.25,1.78,12.39
2022-11-03,Aurangabad,19.35,56.81,1.86,18.51
2022-11-03,Solapur,23.78,53.04,0.73,10.83
2022-11-03,Kolhapur,19.82,71.43,1.87,22.23
2022-11-03,Amravati,21.49,62.39,0.94,24.28
2022-11-04,Mumbai,20.06,70.77,0.33,7.51
2022-11-04,Pune,18.79,72.22,0.46,9.55
2022-11-04,Nagpur,21.17,53.01,0.83,7.93
2022-11-04,Nashik,20.24,76.39,1.37,18.99
2022-11-04,Aurangabad,16.7,70.74,0.91,12.7
2022-11-04,Solapur,24.33,64.42,1.76,6.01
2022-11-04,Kolhapur,18.38,71.62,1.26,24.2
2022-11-04,Amravati,23.41,59.58,0.5,7.48
2022-11-05,Mumbai,22.71,55.91,0.66,14.22
2022-11-05,Pune,18.62,51.27,1.51,23.04
2022-11-05,Nagpur,26.67,66.27,1.18,20.97
2022-11-05,Nashik,19.6,54.28,1.36,23.91
2022-11-05,Aurangabad,21.44,54.25,0.98,23.89
2022-11-05,Solapur,20.72,76.7,0.02,17.56
2022-11-05,Kolhapur,19.1,78.71,0.41,23.73
2022-11-05,Amravati,24.4,60.58,0.37,15.69
2022-11-06,Mumbai,17.74,75.16,1.75,9.67
2022-11-06,Pune,17.81,57.46,1.19,15.18
2022-11-06,Nagpur,21.79,51.09,1.95,14.15
2022-11-06,Nashik,19.86,61.02,1.06,10.01
2022-11-06,Aurangabad,20.45,76.96,0.45,24.63
2022-11-06,Solapur,21.5,52.06,1.31,15.06
2022-11-06,Kolhapur,19.4,72.07,0.45,16.83
2022-11-06,Amravati,23.38,60.73,1.84,5.37
2022-11-07,Mumbai,20.38,78.83,0.9,9.57
2022-11-07,Pune,17.76,65.65,1.82,14.45
2022-11-07,Nagpur,24.24,67.27,0.63,14.65
2022-11-07,Nashik,17.02,51.81,0.02,14.33
2022-11-07,Aurangabad,22.66,56.8,1.15,18.45
2022-11-07,Solapur,20.4,71.73,1.63,14.25
2022-11-07,Kolhapur,16.02,67.13,0.74,20.01
2022-11-07,Amravati,18.85,61.72,0.2,16.63
2022-11-08,Mumbai,19.85,57.51,0.53,6.28
2022-11-08,Pune,21.29,56.99,0.68,21.68
2022-11-08,Nagpur,24.08,64.73,1.89,15.07
2022-11-08,Nashik,20.37,75.84,0.48,16.7
2022-11-08,Aurangabad,20.28,67.08,1.09,7.36
2022-11-08,Solapur,20.79,78.73,1.76,7.26
2022-11-08,Kolhapur,14.78,59.8,0.37,9.95
2022-11-08,Amravati,20.37,50.23,0.19,10.51
2022-11-09,Mumbai,20.04,71.96,0.35,19.13
2022-11-09,Pune,14.65,50.45,0.01,21.73
2022-11-09,Nagpur,23.27,78.02,1.2,5.18
2022-11-09,Nashik,17.39,76.15,0.7,5.37
2022-11-09,Aurangabad,20.58,75.89,1.96,20.15
2022-11-09,Solapur,17.79,77.41,1.15,21.02
2022-11-09,Kolhapur,19.03,60.9,1.29,13.0
2022-11-09,Amravati,19.16,61.89,0.97,5.59
2022-11-10,Mumbai,20.81,75.94,0.98,6.93
2022-11-10,Pune,15.34,71.6,1.58,22.7
2022-11-10,Nagpur,23.11,72.17,1.21,9.67
2022-11-10,Nashik,20.6,70.83,1.23,9.04
2022-11-10,Aurangabad,20.68,53.56,1.18,19.33
2022-11-10,Solapur,22.31,58.13,0.02,21.49
2022-11-10,Kolhapur,19.92,66.89,0.57,5.69
2022-11-10,Amravati,17.99,52.44,1.36,12.02
2022-11-11,Mumbai,19.87,63.66,0.23,13.32
2022-11-11,Pune,17.23,77.48,0.21,20.77
2022-11-11,Nagpur,22.27,64.8,0.22,19.39
2022-11-11,Nashik,17.93,75.88,1.55,24.55
2022-11-11,Aurangabad,21.3,61.52,1.15,10.21
2022-11-11,Solapur,21.4,51.95,0.8,20.47
2022-11-11,Kolhapur,17.16,59.53,1.94,13.85
2022-11-11,Amravati,20.46,53.75,1.66,11.02
2022-11-12,Mumbai,19.49,56.7,1.78,15.29
2022-11-12,Pune,16.67,73.87,0.51,13.31
2022-11-12,Nagpur,24.51,58.32,0.45,18.39
2022-11-12,Nashik,18.67,64.77,0.27,14.3
2022-11-12,Aurangabad,21.26,61.81,0.93,14.23
2022-11-12,Solapur,24.59,70.82,1.69,9.01
2022-11-12,Kolhapur,18.37,69.02,0.3,17.67
2022-11-12,Amravati,22.43,74.02,1.79,21.59
2022-11-13,Mumbai,15.49,52.32,1.74,14.65
2022-11-13,Pune,15.49,58.08,0.09,5.4
2022-11-13,Nagpur,24.07,65.0,1.49,5.02
2022-11-13,Nashik,19.95,79.25,1.71,9.12
2022-11-13,Aurangabad,23.59,70.38,0.36,22.52
2022-11-13,Solapur,21.86,77.69,0.21,21.88
2022-11-13,Kolhapur,16.89,60.04,1.4,5.66
2022-11-13,Amravati,23.3,73.02,0.02,9.63
2022-11-14,Mumbai,22.58,50.62,0.53,16.95
2022-11-14,Pune,17.54,65.36,0.82,11.31
2022-11-14,Nagpur,26.36,77.04,1.72,16.8
2022-11-14,Nashik,23.13,53.63,1.63,12.06
2022-11-14,Aurangabad,18.72,75.75,0.57,22.4
2022-11-14,Solapur,23.18,68.25,1.88,15.73
2022-11-14,Kolhapur,19.16,59.9,0.34,14.69
2022-11-14,Amravati,21.62,79.67,1.43,13.31
2022-11-15,Mumbai,21.49,79.67,0.02,6.39
2022-11-15,Pune,20.58,73.69,1.87,10.77
2022-11-15,Nagpur,23.11,77.1,0.29,15.55
2022-11-15,Nashik,19.77,56.91,1.18,19.69
2022-11-15,Aurangabad,21.01,74.27,0.54,13.37
2022-11-15,Solapur,21.06,76.53,0.84,20.71
2022-11-15,Kolhapur,17.35,73.13,1.08,19.19
2022-11-15,Amravati,24.58,71.68,1.67,5.35
2022-11-16,Mumbai,22.01,54.92,1.86,24.99
2022-11-16,Pune,19.2,77.09,1.22,16.26
2022-11-16,Nagpur,21.4,64.53,1.91,5.33
2022-11-16,Nashik,16.71,62.83,1.03,5.72
2022-11-16,Aurangabad,22.84,64.53,0.1,6.26
2022-11-16,Solapur,28.08,78.59,0.12,17.3
2022-11-16,Kolhapur,20.39,58.82,0.55,22.63
2022-11-16,Amravati,24.78,76.6,0.04,24.92
2022-11-17,Mumbai,21.1,54.7,1.41,21.43
2022-11-17,Pune,15.58,57.8,1.32,15.14
2022-11-17,Nagpur,23.78,77.19,0.52,22.59
2022-11-17,Nashik,20.47,50.71,1.81,20.31
2022-11-17,Aurangabad,19.44,54.57,0.39,6.66
2022-11-17,Solapur,19.91,66.49,1.5,7.24
2022-11-17,Kolhapur,16.61,57.13,1.82,6.93
2022-11-17,Amravati,19.57,72.32,1.71,19.16
2022-11-18,Mumbai,16.49,57.35,0.8,12.38
2022-11-18,Pune,17.73,75.12,0.43,15.36
2022-11-18,Nagpur,20.05,71.32,1.82,6.58
2022-11-18,Nashik,20.37,79.05,1.77,20.89
2022-11-18,Aurangabad,18.27,74.05,1.9,16.01
2022-11-18,Solapur,23.78,51.41,1.73,5.11
2022-11-18,Kolhapur,18.45,62.91,1.41,9.33
2022-11-18,Amravati,20.33,78.14,1.92,16.08
2022-11-19,Mumbai,19.93,52.53,0.25,8.24
2022-11-19,Pune,17.07,74.96,1.04,5.72
2022-11-19,Nagpur,22.16,54.0,0.55,9.35
2022-11-19,Nashik,16.93,75.21,0.71,24.59
2022-11-19,Aurangabad,19.11,54.14,0.42,20.7
2022-11-19,Solapur,21.02,76.06,0.98,24.17
2022-11-19,Kolhapur,17.18,70.45,0.7,16.73
2022-11-19,Amravati,23.44,75.49,0.38,20.05
2022-11-20,Mumbai,19.91,62.66,1.12,14.71
2022-11-20,Pune,16.48,67.27,1.51,13.14
2022-11-20,Nagpur,18.86,75.76,0.29,15.82
2022-11-20,Nashik,18.56,56.01,0.0,12.12
2022-11-20,Aurangabad,22.2,61.16,0.19,7.66
2022-11-20,Solapur,24.27,70.23,1.43,10.72
2022-11-20,Kolhapur,18.95,60.3,1.84,11.69
2022-11-20,Amravati,24.29,76.65,0.78,24.85
2022-11-21,Mumbai,22.89,58.07,0.74,7.92
2022-11-21,Pune,18.29,66.34,0.49,22.69
2022-11-21,Nagpur,22.36,73.96,1.01,9.58
2022-11-21,Nashik,20.99,58.01,0.77,13.78
2022-11-21,Aurangabad,22.63,64.43,1.86,7.69
2022-11-21,Solapur,22.19,71.04,1.61,16.72
2022-11-21,Kolhapur,17.77,54.27,1.17,20.86
2022-11-21,Amravati,18.55,73.69,1.55,22.24
2022-11-22,Mumbai,20.84,77.42,1.71,18.86
2022-11-22,Pune,17.05,74.44,0.15,6.29
2022-11-22,Nagpur,20.37,63.0,1.68,20.89
2022-11-22,Nashik,22.22,78.09,0.8,7.33
2022-11-22,Aurangabad,20.92,73.82,0.31,20.37
2022-11-22,Solapur,21.29,54.12,1.96,10.12
2022-11-22,Kolhapur,18.5,69.0,1.53,21.29
2022-11-22,Amravati,22.04,59.33,0.95,23.64
2022-11-23,Mumbai,20.95,61.63,0.76,6.72
2022-11-23,Pune,18.92,57.63,0.25,18.18
2022-11-23,Nagpur,21.81,56.17,1.75,17.2
2022-11-23,Nashik,21.57,77.32,1.17,23.72
2022-11-23,Aurangabad,17.43,60.02,0.95,22.59
2022-11-23,Solapur,22.52,50.74,1.1,22.58
2022-11-23,Kolhapur,18.79,77.36,1.33,8.81
2022-11-23,Amravati,19.05,65.18,1.99,12.02
2022-11-24,Mumbai,20.38,63.4,0.43,16.08
2022-11-24,Pune,20.16,63.45,0.05,13.18
2022-11-24,Nagpur,24.1,54.49,1.43,7.6
2022-11-24,Nashik,15.99,75.15,0.27,18.02
2022-11-24,Aurangabad,19.23,73.74,1.65,6.6
2022-11-24,Solapur,22.3,60.59,1.46,23.77
2022-11-24,Kolhapur,17.48,57.78,1.26,10.23
2022-11-24,Amravati,18.54,78.71,1.8,11.39
2022-11-25,Mumbai,17.27,52.85,0.65,20.77
2022-11-25,Pune,16.38,64.05,1.59,14.5
2022-11-25,Nagpur,21.99,50.61,0.03,13.85
2022-11-25,Nashik,18.96,71.26,1.23,6.0
2022-11-25,Aurangabad,20.92,62.51,1.91,13.77
2022-11-25,Solapur,23.44,77.31,0.27,21.06
2022-11-25,Kolhapur,16.66,50.99,1.75,7.43
2022-11-25,Amravati,22.83,78.57,1.35,13.17
2022-11-26,Mumbai,23.91,51.61,1.94,12.22
2022-11-26,Pune,17.54,52.27,1.3,19.59
2022-11-26,Nagpur,23.27,63.0,0.15,13.75
2022-11-26,Nashik,21.1,78.8,0.7,14.1
2022-11-26,Aurangabad,20.91,68.94,1.58,19.88
2022-11-26,Solapur,21.84,65.94,1.29,17.78
2022-11-26,Kolhapur,18.43,52.34,1.19,8.04
2022-11-26,Amravati,21.23,68.6,1.83,9.47
2022-11-27,Mumbai,19.92,73.13,0.89,24.89
2022-11-27,Pune,16.8,79.44,1.19,20.76
2022-11-27,Nagpur,23.42,61.34,1.53,8.04
2022-11-27,Nashik,19.27,74.31,1.69,8.17
2022-11-27,Aurangabad,20.05,76.83,0.55,7.15
2022-11-27,Solapur,26.05,57.97,0.45,12.33
2022-11-27,Kolhapur,18.37,77.99,1.02,8.3
2022-11-27,Amravati,23.32,51.06,0.7,5.9
2022-11-28,Mumbai,20.11,57.04,0.67,24.75
2022-11-28,Pune,20.08,69.11,1.03,6.38
2022-11-28,Nagpur,19.91,76.33,0.76,8.52
2022-11-28,Nashik,18.22,69.32,1.59,6.84
2022-11-28,Aurangabad,19.7,53.17,0.05,7.6
2022-11-28,Solapur,24.15,52.34,0.31,14.93
2022-11-28,Kolhapur,18.12,51.15,0.93,22.71
2022-11-28,Amravati,20.25,70.97,1.27,14.24
2022-11-29,Mumbai,20.1,50.97,1.59,13.83
2022-11-29,Pune,18.72,70.34,1.07,23.6
2022-11-29,Nagpur,24.15,59.9,1.16,13.8
2022-11-29,Nashik,19.12,70.2,0.53,11.25
2022-11-29,Aurangabad,21.88,75.62,0.79,16.2
2022-11-29,Solapur,22.04,57.37,0.52,7.45
2022-11-29,Kolhapur,16.38,71.24,1.14,20.47
2022-11-29,Amravati,21.39,63.46,0.8,6.76
2022-11-30,Mumbai,20.35,79.1,1.02,20.74
2022-11-30,Pune,19.82,60.45,0.27,12.11
2022-11-30,Nagpur,17.88,66.61,0.01,13.93
2022-11-30,Nashik,20.02,56.09,0.4,12.69
2022-11-30,Aurangabad,17.89,61.29,1.91,12.21
2022-11-30,Solapur,25.49,78.74,0.63,12.86
2022-11-30,Kolhapur,21.49,54.68,1.87,20.51
2022-11-30,Amravati,25.11,58.11,1.08,14.59
2022-12-01,Mumbai,17.82,57.76,1.9,19.45
2022-12-01,Pune,18.4,72.01,0.88,11.29
2022-12-01,Nagpur,24.26,51.97,0.1,12.66
2022-12-01,Nashik,18.44,70.52,1.14,8.64
2022-12-01,Aurangabad,21.79,74.46,0.95,18.44
2022-12-01,Solapur,23.15,60.36,0.62,16.52
2022-12-01,Kolhapur,19.31,76.09,0.32,8.52
2022-12-01,Amravati,23.26,70.25,0.44,20.65
2022-12-02,Mumbai,15.58,78.93,1.71,12.44
2022-12-02,Pune,19.08,63.95,1.63,17.05
2022-12-02,Nagpur,21.2,62.85,1.02,16.23
2022-12-02,Nashik,19.46,57.25,0.61,5.59
2022-12-02,Aurangabad,20.65,54.16,0.84,7.01
2022-12-02,Solapur,20.19,78.84,1.05,18.13
2022-12-02,Kolhapur,15.16,65.15,0.58,8.86
2022-12-02,Amravati,25.42,51.87,1.38,6.01
2022-12-03,Mumbai,16.09,53.35,1.88,10.16
2022-12-03,Pune,20.06,65.22,0.87,13.14
2022-12-03,Nagpur,23.49,54.78,1.09,5.18
2022-12-03,Nashik,20.3,79.85,1.53,20.46
2022-12-03,Aurangabad,22.82,52.84,1.41,20.6
2022-12-03,Solapur,22.93,72.88,1.64,10.75
2022-12-03,Kolhapur,15.07,58.42,1.53,15.93
2022-12-03,Amravati,22.75,58.97,0.14,20.47
2022-12-04,Mumbai,19.06,56.67,0.28,23.29
2022-12-04,Pune,18.67,70.84,2.0,21.52
2022-12-04,Nagpur,21.6,70.97,1.61,14.53
2022-12-04,Nashik,20.04,65.7,0.51,15.52
2022-12-04,Aurangabad,23.85,71.85,0.72,16.94
2022-12-04,Solapur,24.15,77.27,0.89,18.07
2022-12-04,Kolhapur,18.19,52.33,1.66,9.26
2022-12-04,Amravati,20.95,58.45,0.68,5.81
2022-12-05,Mumbai,19.33,61.86,0.19,10.2
2022-12-05,Pune,17.44,53.25,1.45,8.19
2022-12-05,Nagpur,21.62,70.22,0.73,11.69
2022-12-05,Nashik,21.91,53.15,1.64,22.89
2022-12-05,Aurangabad,17.16,75.18,1.76,10.22
2022-12-05,Solapur,19.75,64.76,0.0,22.59
2022-12-05,Kolhapur,17.68,78.06,0.06,6.86
2022-12-05,Amravati,19.38,57.36,1.36,16.05
2022-12-06,Mumbai,18.38,52.17,0.75,15.0
2022-12-06,Pune,18.27,73.06,1.2,18.03
2022-12-06,Nagpur,20.24,55.85,1.69,20.64
2022-12-06,Nashik,15.65,71.76,1.62,17.48
2022-12-06,Aurangabad,20.78,77.26,0.48,10.09
2022-12-06,Solapur,20.44,61.24,1.79,19.17
2022-12-06,Kolhapur,19.04,67.74,1.21,5.17
2022-12-06,Amravati,22.89,79.59,0.44,11.94
2022-12-07,Mumbai,22.39,70.66,1.07,9.71
2022-12-07,Pune,19.45,59.18,1.8,18.49
2022-12-07,Nagpur,21.52,72.4,1.63,14.32
2022-12-07,Nashik,18.42,72.0,0.93,16.36
2022-12-07,Aurangabad,20.2,79.99,0.23,12.31
2022-12-07,Solapur,24.4,68.97,1.1,14.99
2022-12-07,Kolhapur,17.96,59.75,1.09,18.2
2022-12-07,Amravati,22.34,58.7,0.36,9.44
2022-12-08,Mumbai,19.23,64.31,0.77,22.76
2022-12-08,Pune,19.29,73.94,0.72,7.44
2022-12-08,Nagpur,24.27,56.5,1.58,8.45
2022-12-08,Nashik,19.52,63.01,0.52,15.7
2022-12-08,Aurangabad,19.44,53.14,1.37,23.49
2022-12-08,Solapur,21.01,59.12,1.38,20.87
2022-12-08,Kolhapur,19.15,68.64,0.5,19.63
2022-12-08,Amravati,20.44,50.07,1.53,8.11
2022-12-09,Mumbai,21.98,51.35,1.59,8.71
2022-12-09,Pune,16.6,77.88,0.77,5.4
2022-12-09,Nagpur,21.29,72.53,0.08,16.13
2022-12-09,Nashik,18.27,51.04,1.47,13.55
2022-12-09,Aurangabad,21.82,71.15,1.97,6.16
2022-12-09,Solapur,23.76,67.23,0.12,17.64
2022-12-09,Kolhapur,15.84,64.88,1.66,9.7
2022-12-09,Amravati,20.72,59.97,0.97,10.91
2022-12-10,Mumbai,22.06,52.47,0.78,21.56
2022-12-10,Pune,16.57,63.57,1.49,18.12
2022-12-10,Nagpur,22.29,77.75,0.23,16.36
2022-12-10,Nashik,18.87,58.05,1.99,24.06
2022-12-10,Aurangabad,22.7,76.85,0.33,7.52
2022-12-10,Solapur,23.01,76.08,1.42,14.36
2022-12-10,Kolhapur,18.41,68.96,1.86,24.16
2022-12-10,Amravati,20.59,58.0,1.27,15.79
2022-12-11,Mumbai,22.27,63.75,1.28,15.64
2022-12-11,Pune,16.47,79.42,0.69,14.86
2022-12-11,Nagpur,21.02,69.27,0.64,6.05
2022-12-11,Nashik,20.77,63.28,0.55,13.36
2022-12-11,Aurangabad,20.85,65.22,1.71,24.94
2022-12-11,Solapur,25.12,59.1,0.27,7.55
2022-12-11,Kolhapur,17.12,61.21,1.49,17.7
2022-12-11,Amravati,26.46,76.58,1.03,15.62
2022-12-12,Mumbai,20.79,65.07,1.31,8.96
2022-12-12,Pune,19.47,55.19,0.15,17.99
2022-12-12,Nagpur,23.79,53.18,0.61,14.16
2022-12-12,Nashik,17.92,52.43,1.41,22.07
2022-12-12,Aurangabad,21.1,58.08,0.76,8.5
2022-12-12,Solapur,25.18,64.74,1.15,20.42
2022-12-12,Kolhapur,21.15,74.96,1.4,9.98
2022-12-12,Amravati,21.02,72.89,0.46,13.66
2022-12-13,Mumbai,19.97,74.41,0.35,22.19
2022-12-13,Pune,20.13,67.4,0.7,18.43
2022-12-13,Nagpur,21.21,68.54,0.28,16.58
2022-12-13,Nashik,20.06,76.8,0.77,15.01
2022-12-13,Aurangabad,18.39,54.47,1.76,20.08
2022-12-13,Solapur,19.4,58.06,0.63,22.0
2022-12-13,Kolhapur,17.6,66.95,0.37,10.27
2022-12-13,Amravati,22.15,74.43,1.26,11.23
2022-12-14,Mumbai,19.2,54.5,1.42,21.13
2022-12-14,Pune,16.2,66.19,0.03,21.5
2022-12-14,Nagpur,21.26,61.89,1.58,10.9
2022-12-14,Nashik,16.64,65.32,0.79,12.33
2022-12-14,Aurangabad,18.89,73.51,0.48,24.57
2022-12-14,Solapur,24.14,63.73,0.52,9.28
2022-12-14,Kolhapur,19.32,57.71,1.96,11.69
2022-12-14,Amravati,23.36,51.99,1.97,5.09
2022-12-15,Mumbai,17.94,63.61,1.84,20.05
2022-12-15,Pune,16.94,55.86,0.22,15.62
2022-12-15,Nagpur,22.94,72.6,0.69,12.14
2022-12-15,Nashik,18.63,54.63,0.65,7.9
2022-12-15,Aurangabad,20.72,58.46,0.7,20.32
2022-12-15,Solapur,23.65,56.06,1.3,14.37
2022-12-15,Kolhapur,18.03,68.84,0.64,16.79
2022-12-15,Amravati,23.4,67.58,1.65,12.29
2022-12-16,Mumbai,22.2,65.47,0.09,6.68
2022-12-16,Pune,21.01,52.97,0.95,21.83
2022-12-16,Nagpur,24.86,71.28,1.59,23.4
2022-12-16,Nashik,18.31,61.31,1.54,10.9
2022-12-16,Aurangabad,21.71,75.0,0.01,12.04
2022-12-16,Solapur,23.76,51.63,0.93,22.41
2022-12-16,Kolhapur,18.77,56.83,1.07,6.22
2022-12-16,Amravati,19.01,60.07,0.79,19.81
2022-12-17,Mumbai,18.98,75.18,1.39,10.28
2022-12-17,Pune,16.59,72.45,1.25,20.89
2022-12-17,Nagpur,23.76,60.95,1.12,21.96
2022-12-17,Nashik,20.05,68.37,0.64,17.28
2022-12-17,Aurangabad,17.92,69.79,0.41,18.9
2022-12-17,Solapur,20.51,67.56,1.05,10.77
2022-12-17,Kolhapur,15.13,73.65,0.57,14.96
2022-12-17,Amravati,22.85,56.55,1.75,14.34
2022-12-18,Mumbai,18.96,66.79,0.88,12.0
2022-12-18,Pune,17.25,77.51,0.92,17.75
2022-12-18,Nagpur,22.84,60.32,1.23,5.32
2022-12-18,Nashik,19.33,72.37,0.62,6.29
2022-12-18,Aurangabad,20.34,50.43,1.57,11.4
2022-12-18,Solapur,25.23,58.33,0.85,20.27
2022-12-18,Kolhapur,18.42,50.73,0.64,20.1
2022-12-18,Amravati,20.29,55.33,1.32,15.04
2022-12-19,Mumbai,25.72,65.38,0.31,11.46
2022-12-19,Pune,17.44,74.68,0.49,6.08
2022-12-19,Nagpur,26.47,72.64,1.8,6.37
2022-12-19,Nashik,17.85,61.74,1.03,8.43
2022-12-19,Aurangabad,24.1,73.13,0.5,9.95
2022-12-19,Solapur,24.62,53.89,1.06,13.19
2022-12-19,Kolhapur,18.62,77.97,1.4,19.85
2022-12-19,Amravati,20.64,65.93,1.34,6.35
2022-12-20,Mumbai,21.26,68.85,0.22,20.86
2022-12-20,Pune,20.52,73.56,0.64,6.09
2022-12-20,Nagpur,20.2,62.88,0.62,10.68
2022-12-20,Nashik,17.44,66.39,1.38,5.15
2022-12-20,Aurangabad,20.48,68.79,1.47,18.28
2022-12-20,Solapur,22.57,69.13,1.06,14.38
2022-12-20,Kolhapur,18.05,78.32,1.28,10.81
2022-12-20,Amravati,23.48,57.39,0.76,17.73
2022-12-21,Mumbai,17.96,69.11,0.37,13.01
2022-12-21,Pune,20.11,60.94,1.47,10.14
2022-12-21,Nagpur,22.34,56.34,0.16,14.21
2022-12-21,Nashik,18.45,56.81,0.35,22.26
2022-12-21,Aurangabad,20.13,60.85,0.34,13.89
2022-12-21,Solapur,21.28,70.03,0.65,19.95
2022-12-21,Kolhapur,20.42,55.49,0.86,7.14
2022-12-21,Amravati,21.51,60.99,0.58,24.67
2022-12-22,Mumbai,22.27,52.12,1.08,9.11
2022-12-22,Pune,17.39,66.09,0.79,24.19
2022-12-22,Nagpur,20.05,68.52,1.38,15.1
2022-12-22,Nashik,21.7,69.46,0.13,6.82
2022-12-22,Aurangabad,23.11,59.21,0.88,14.22
2022-12-22,Solapur,23.68,79.85,0.25,10.79
2022-12-22,Kolhapur,16.28,62.79,0.61,22.01
2022-12-22,Amravati,23.85,78.45,0.67,11.69
2022-12-23,Mumbai,21.81,60.79,1.85,6.97
2022-12-23,Pune,21.18,72.3,0.03,19.85
2022-12-23,Nagpur,20.22,62.86,0.31,6.49
2022-12-23,Nashik,18.06,50.02,0.38,8.32
2022-12-23,Aurangabad,22.23,70.63,0.95,21.42
2022-12-23,Solapur,24.69,75.5,0.31,19.08
2022-12-23,Kolhapur,15.79,62.47,0.55,15.73
2022-12-23,Amravati,20.23,68.11,1.22,16.66
2022-12-24,Mumbai,19.5,57.75,0.89,20.23
2022-12-24,Pune,20.1,69.8,1.18,23.84
2022-12-24,Nagpur,22.22,76.87,0.76,21.19
2022-12-24,Nashik,21.04,59.95,1.25,23.7
2022-12-24,Aurangabad,19.56,78.04,1.3,19.56
2022-12-24,Solapur,22.96,79.04,0.16,7.52
2022-12-24,Kolhapur,19.89,53.79,0.35,21.38
2022-12-24,Amravati,23.53,70.91,0.76,20.06
2022-12-25,Mumbai,24.55,77.08,1.13,15.85
2022-12-25,Pune,20.96,71.68,0.49,8.08
2022-12-25,Nagpur,23.6,65.84,0.15,21.57
2022-12-25,Nashik,19.05,54.38,0.03,23.26
2022-12-25,Aurangabad,21.15,63.65,1.71,12.0
2022-12-25,Solapur,26.23,76.17,1.13,18.55
2022-12-25,Kolhapur,14.71,61.43,0.14,12.03
2022-12-25,Amravati,18.53,53.82,1.72,12.6
2022-12-26,Mumbai,20.64,58.16,1.31,16.76
2022-12-26,Pune,15.29,66.02,1.24,19.52
2022-12-26,Nagpur,25.12,62.18,1.13,23.34
2022-12-26,Nashik,17.44,51.32,1.25,10.12
2022-12-26,Aurangabad,21.03,62.09,0.66,23.5
2022-12-26,Solapur,21.56,61.67,1.74,23.78
2022-12-26,Kolhapur,14.47,60.91,1.88,20.39
2022-12-26,Amravati,16.11,50.24,0.54,13.39
2022-12-27,Mumbai,18.6,74.94,0.48,10.99
2022-12-27,Pune,18.62,56.96,1.68,21.93
2022-12-27,Nagpur,17.8,54.3,0.82,6.26
2022-12-27,Nashik,21.45,62.03,0.01,23.15
2022-12-27,Aurangabad,16.97,75.98,0.74,19.94
2022-12-27,Solapur,18.56,68.43,0.94,17.15
2022-12-27,Kolhapur,17.5,63.81,0.1,20.82
2022-12-27,Amravati,20.73,62.18,0.68,9.4
2022-12-28,Mumbai,22.32,61.06,1.82,17.94
2022-12-28,Pune,14.31,71.37,0.84,8.36
2022-12-28,Nagpur,20.44,52.05,0.29,12.33
2022-12-28,Nashik,19.15,57.4,0.21,5.0
2022-12-28,Aurangabad,18.37,59.5,1.04,20.99
2022-12-28,Solapur,25.33,52.09,0.36,24.95
2022-12-28,Kolhapur,16.91,72.79,1.68,21.07
2022-12-28,Amravati,21.63,74.98,1.87,23.38
2022-12-29,Mumbai,17.57,63.55,0.7,16.16
2022-12-29,Pune,18.02,50.27,1.87,24.51
2022-12-29,Nagpur,20.42,51.68,0.13,12.74
2022-12-29,Nashik,19.64,66.81,0.59,22.41
2022-12-29,Aurangabad,18.88,72.54,1.65,12.01
2022-12-29,Solapur,26.24,74.42,0.51,6.81
2022-12-29,Kolhapur,17.01,60.12,1.01,23.73
2022-12-29,Amravati,26.34,69.01,0.02,22.53
2022-12-30,Mumbai,22.01,76.12,1.26,12.22
2022-12-30,Pune,19.86,75.45,1.13,19.45
2022-12-30,Nagpur,21.27,71.99,0.04,24.29
2022-12-30,Nashik,14.53,59.07,0.56,12.22
2022-12-30,Aurangabad,19.67,75.86,1.73,10.76
2022-12-30,Solapur,21.05,71.86,0.34,5.07
2022-12-30,Kolhapur,20.84,50.43,1.58,20.69
